Subject,CD8T,CD4T,NK,Bcell,Mono,Neu,Est_Method
GSM2334153_7766148003_R06C01,0.155496249415099,0.182301971203278,0.0502570827200386,0.0921780645835561,0.0882511855931848,0.431515446484844,Robust Partial Correlations
GSM2334170_9370847096_R05C01,0.185460794089842,0.163911747436687,0.0633951905453647,0.0269796019613339,0.135371708814786,0.424880957151986,Robust Partial Correlations
GSM2334171_9370847096_R02C01,0.0259930020857333,0.114274310839316,0.0297041022481742,0.0376800944183562,0.0695679340544373,0.722780556353983,Robust Partial Correlations
GSM2334174_9370847096_R01C02,0.12985363148921,0.117002608692817,0.0590520894365068,0.0681480903797233,0.0782349906601605,0.547708589341582,Robust Partial Correlations
GSM2334177_9370847096_R04C01,0.257663521768433,0.16974521868154,0.0843911365518762,0.0680344190019893,0.0805627937918567,0.339602910204305,Robust Partial Correlations
GSM2334189_9376561035_R04C02,0.227047434862917,0.0687334464646463,0.0804318453003489,0.0194489050036522,0.0988495890005085,0.505488779367927,Robust Partial Correlations
GSM2334196_7512560137_R03C01,0.146817620753236,0.247479371662948,0.0399502472556639,0.0883049313803843,0.100227341532146,0.377220487415622,Robust Partial Correlations
GSM2334209_9379082151_R01C01,0.180449861994977,0.162055571231364,0.0725816801012815,0.0530452847012125,0.112976462619545,0.41889113935162,Robust Partial Correlations
GSM2334215_9370847131_R01C02,0.0712530223779885,0.196548741076745,0.0453677821952634,0.0486604049925828,0.0738337167010762,0.564336332656344,Robust Partial Correlations
GSM2334218_9376538150_R06C02,0.125304372104262,0.159651964295823,0.0875414564698918,0.0244390325866847,0.112585676062973,0.490477498480365,Robust Partial Correlations
GSM2334235_7766148055_R04C01,0.181107044302601,0.189772416202538,0.0700458347629945,0.0664497192733682,0.107083782582559,0.38554120287594,Robust Partial Correlations
GSM2334242_7512560102_R05C01,0.0547009809958296,0.240125320449088,0.0750448132803043,0.0885070298546124,0.0979352410132722,0.443686614406894,Robust Partial Correlations
GSM2334244_9379082134_R05C02,0.0903378296396381,0.15425348622698,0.0879727699061594,0.0484285527388037,0.0811087710076262,0.537898590480793,Robust Partial Correlations
GSM2334248_9376537113_R03C02,0.103115625034368,0.0992235525014761,0.0643814433350037,0.0272668912832248,0.0929086580109676,0.61310382983496,Robust Partial Correlations
GSM2334250_7512551050_R02C01,0.132695336733086,0.125890087465793,0.0609751010755466,0.0675092857243064,0.0908292575121577,0.522100931489111,Robust Partial Correlations
GSM2334272_9379082102_R01C02,0.076712522094133,0.196891274201719,0.0373871498989897,0.0558971296265679,0.0832255298024849,0.549886394376106,Robust Partial Correlations
GSM2334278_7766148001_R03C01,0.0360281108407472,0.106789264592307,0.110817330824499,0.0129998499659557,0.0879983188287254,0.645367124947765,Robust Partial Correlations
GSM2334284_7766148001_R05C01,0.230751177942372,0.132946096138798,0.0483557351238922,0.0391053443842169,0.090509381288966,0.458332265121755,Robust Partial Correlations
GSM2334285_7766148001_R04C02,0.074073266541589,0.149065003217535,0.0388648192939413,0.0641365771480565,0.0753608904324954,0.598499443366383,Robust Partial Correlations
GSM2334291_7512560137_R06C02,0.12635418818337,0.14067346443788,0.0893658900463328,0.03155958643724,0.104072869486524,0.507974001408654,Robust Partial Correlations
GSM2334293_7512551050_R01C01,0.110461600258002,0.127633996079966,0.0480679668079222,0.0352580927427066,0.0884364013317971,0.590141942779606,Robust Partial Correlations
GSM2334295_9376561035_R01C02,0.130443237459961,0.172698527456865,0.0517092866212448,0.0458112775856974,0.106502403623596,0.492835267252636,Robust Partial Correlations
GSM2334297_9379082108_R02C01,0.124008593125332,0.238854066422009,0.071777594553352,0.0637096154840001,0.0882428506287769,0.41340727978653,Robust Partial Correlations
GSM2334298_7766148002_R06C01,0.0628751338413396,0.165712641585331,0.0406143410564875,0.0352658050082906,0.0734980144888492,0.622034064019702,Robust Partial Correlations
GSM2334303_9379082102_R01C01,0.088504475156854,0.109451074963454,0.0366608638816316,0.0408108615417071,0.0850896487668933,0.63948307568946,Robust Partial Correlations
GSM2334307_9379082102_R02C01,0.0895028323405494,0.221766022676083,0.0466558625821387,0.0299810806164461,0.0895854002067757,0.522508801578007,Robust Partial Correlations
GSM2334312_7766148002_R01C01,0.110061062353727,0.182614174935234,0.0358184380767057,0.0495453171538402,0.0820169325111644,0.539944074969329,Robust Partial Correlations
GSM2334319_7766148002_R04C01,0.104308373155504,0.07484230535668,0.0854999246166886,0.034097166243575,0.0798609067507355,0.621391323876817,Robust Partial Correlations
GSM2334324_7512560137_R06C01,0.139133792781238,0.154267250078096,0.048545426025848,0.0534705358418239,0.0741373604779576,0.530445634795037,Robust Partial Correlations
GSM2334333_7512560137_R04C02,0.0882438792435573,0.162082231818071,0.0814523881232244,0.0423975933641601,0.0964603946221509,0.529363512828836,Robust Partial Correlations
GSM2334341_9376561035_R06C02,0.118407849290627,0.245993866150327,0.13833193343726,0.120128715214845,0.103632866401916,0.273504769505025,Robust Partial Correlations
GSM2334360_9370847124_R04C02,0.147954806407998,0.167332633511638,0.0634233966594633,0.072549330073313,0.0666435577487019,0.482096275598886,Robust Partial Correlations
GSM2334361_9370847131_R02C01,0.0743419491685876,0.229596511553396,0.0824613513039578,0.0479132422122702,0.0585102700712302,0.507176675690558,Robust Partial Correlations
GSM2334364_9370847124_R05C02,0.102712243330476,0.150093667114965,0.0325852809437396,0.0472680169093218,0.0640409897460021,0.603299801955496,Robust Partial Correlations
GSM2334365_9376538150_R01C01,0.0975292675376608,0.246176345558319,0.0602672575150394,0.101977243832747,0.0654988728260602,0.428551012730174,Robust Partial Correlations
GSM2334366_7512560092_R05C02,0.117452713648335,0.139248969920178,0.0671829518710533,0.0611214654567707,0.118096577947912,0.496897321155751,Robust Partial Correlations
GSM2334367_7512560134_R01C01,0.0519875294854334,0.107724731150263,0.0507783899344389,0.0277753490721811,0.0769578981168798,0.684776102240804,Robust Partial Correlations
GSM2334372_7512560092_R03C01,0.155472641928909,0.235234706780589,0.0272498273960577,0.0267863420069794,0.0891873806635099,0.466069101223955,Robust Partial Correlations
GSM2334377_9370847124_R04C01,0.210784944979257,0.126458557940016,0.0665250382866516,0.0411779630838079,0.0623637364221667,0.4926897592881,Robust Partial Correlations
GSM2334380_9370847124_R01C01,0.0996278321185647,0.0600283666864461,0.0398348797152182,0.0108483366784051,0.03345685570998,0.756203729091386,Robust Partial Correlations
GSM2334381_9379082133_R03C02,0.0304644610798069,0.111027434936665,0.0292931087913084,0.0289805635011616,0.0780363842156761,0.722198047475382,Robust Partial Correlations
GSM2334382_9370847124_R05C01,0.0641531100861201,0.196527596529581,0.0350494685617091,0.0248000342746674,0.0634585784581846,0.616011212089738,Robust Partial Correlations
GSM2334390_9379082133_R05C02,0.0300023618634624,0.169281157752915,0.0417452105643243,0.0493859048814054,0.058556214799313,0.65102915013858,Robust Partial Correlations
GSM2334396_9376538092_R03C01,0.115289067636676,0.158300388207607,0.0633666103051381,0.0908201910430942,0.0997621270823021,0.472461615725182,Robust Partial Correlations
GSM2334398_9376538092_R04C01,0.126343198145374,0.215808240855506,0.062892810010221,0.0686475493258669,0.0953227304677709,0.430985471195261,Robust Partial Correlations
GSM2334399_7512560134_R03C02,0.121548086747492,0.114993091746033,0.027580266466174,0.027658863409289,0.0866022661985461,0.621617425432466,Robust Partial Correlations
GSM2334407_9376537113_R01C01,0.114039592728128,0.161401694054483,0.0133842641340884,0.0856077742108649,0.0904518324911668,0.535114842381269,Robust Partial Correlations
GSM2334411_7512560102_R03C01,0.0821442730277992,0.134853557279032,0.0093822822606361,0.0281386933089616,0.0842644757433333,0.661216718380238,Robust Partial Correlations
GSM2334414_9379082134_R04C02,0.112837008032484,0.169250167051309,0.0794626759179485,0.0598265332562576,0.0981940169619515,0.48042959878005,Robust Partial Correlations
GSM2334418_7512560102_R05C02,0.0642778054094666,0.139665811435152,0.063498947241474,0.0378163193687867,0.0937647949589415,0.600976321586179,Robust Partial Correlations
GSM2334420_7512560102_R06C02,0.0884746993944905,0.194482737684849,0.0386074473440446,0.070956521493741,0.134778179478741,0.472700414604134,Robust Partial Correlations
GSM2334430_9376538150_R04C01,0.137504986629896,0.168843242628957,0.0308747040332408,0.0256072292682701,0.0895187579998567,0.547651079439779,Robust Partial Correlations
GSM2334434_9376538150_R06C01,0.139239447691837,0.166306538246065,0.0267192423034286,0.0578137226650651,0.050729423978435,0.559191625115169,Robust Partial Correlations
GSM2334450_7766148055_R01C01,0.105145508691129,0.150132162668917,0.0292095335306209,0.0345112591783066,0.0694316373510035,0.611569898580023,Robust Partial Correlations
GSM2334456_9379082101_R03C01,0.150440218703559,0.0936314082691966,0.0530929154391266,0.0610154541077896,0.108646016035196,0.533173987445132,Robust Partial Correlations
GSM2334463_7766148061_R03C02,0.0807832268697514,0.178672895691501,0.0659120023133044,0.0610300752303013,0.0671418069601696,0.546459992934972,Robust Partial Correlations
GSM2334465_7766148122_R03C02,0.0745760220622501,0.159451098080797,0.0153722728942098,0.0572333473767557,0.0979079330132027,0.595459326572785,Robust Partial Correlations
GSM2334466_7766148113_R03C01,0.0908829369755159,0.149701238179598,0.0390817857955823,0.0249823489026051,0.0910379900977906,0.604313700048908,Robust Partial Correlations
GSM2334470_7766148113_R05C01,0.0685722637137612,0.109573570974441,0.0761786033061325,0.0163132731981017,0.100555202221543,0.628807086586021,Robust Partial Correlations
GSM2334471_7766148122_R06C02,0.0864328139841114,0.181078754941564,0.0385400314263649,0.0598938013191692,0.088271807808898,0.545782790519893,Robust Partial Correlations
GSM2334472_7766148113_R06C01,0.132044970738268,0.244820452068975,0.0593343005317862,0.0390629018630928,0.0777732182545242,0.446964156543354,Robust Partial Correlations
GSM2334473_7766148113_R01C01,0.138093092009579,0.117656553635584,0.0512918132986551,0.0393348656490802,0.0885630096671309,0.565060665739971,Robust Partial Correlations
GSM2334474_7766148113_R01C02,0.0802070905917695,0.133238426874614,0.097397179357051,0.0384219183976129,0.0946573962416458,0.556077988537307,Robust Partial Correlations
GSM2334475_7766148113_R02C01,0.109458917410532,0.137224256473621,0.0325309630970376,0.051259545756623,0.0846569059321668,0.584869411330019,Robust Partial Correlations
GSM2334476_7766148113_R02C02,0.0893761701964877,0.098006487149127,0.0659367036551341,0.0374286433935967,0.0937898074434014,0.615462188162253,Robust Partial Correlations
GSM2334483_7766148113_R06C02,0.0757154441531192,0.120827570870234,0.0486518176302483,0.0376264576601926,0.111415987616706,0.6057627220695,Robust Partial Correlations
GSM2334484_7766148061_R06C01,0.0550824757239842,0.127856552044584,0.0320637469870933,0.058745668741675,0.0904493386529235,0.63580221784974,Robust Partial Correlations
GSM2334487_7766148061_R02C01,0.0987645016046229,0.156906538651657,0.0916310809059333,0.076102233662132,0.0985835456888445,0.47801209948681,Robust Partial Correlations
GSM2334503_7766148098_R02C01,0.0482316699892016,0.068996834159093,0.0483703127251426,0.0597843368915343,0.0693333179922018,0.705283528242827,Robust Partial Correlations
GSM2334512_9376561056_R04C02,0.0833424347782728,0.211513666076473,0.0510043740122617,0.083542995447571,0.0658431086567699,0.504753421028652,Robust Partial Correlations
GSM2334517_9376561048_R05C01,0.13290482792899,0.150103012511951,0.135140063071824,0.0685587086432249,0.10201681848674,0.41127656935727,Robust Partial Correlations
GSM2334518_7766148012_R01C02,0.0793028075358871,0.21544492891185,0.056143919060512,0.080159293250972,0.132967302880542,0.435981748360237,Robust Partial Correlations
GSM2334519_9376561048_R06C01,0.143497543723136,0.100591622041202,0.061453852750226,0.0250817565824491,0.049484241887954,0.619890983015032,Robust Partial Correlations
GSM2334524_9376561056_R04C01,0.0889108120974738,0.168954075255924,0.0605654366250942,0.0505038579062201,0.0995541170524752,0.531511701062813,Robust Partial Correlations
GSM2334526_7766148012_R01C01,0.068059782465258,0.107464542560108,0.0504305025456952,0.0257950304173332,0.0779952845948431,0.670254857416763,Robust Partial Correlations
GSM2334541_7766148016_R05C02,0.124060497374556,0.135627318387821,0.0436329170139782,0.0389644539890756,0.135120271028958,0.522594542205611,Robust Partial Correlations
GSM2334543_7766148053_R03C01,0.243990183575735,0.128230822513276,0.0789803423222781,0.0395806668128725,0.114240288335333,0.394977696440507,Robust Partial Correlations
GSM2334552_9376561048_R03C02,0.0793740894916357,0.18387768404415,0.0861694619272991,0.0423509640736371,0.0791340032538791,0.529093797209399,Robust Partial Correlations
GSM2334558_7766148016_R05C01,0.1203469899379,0.139254636877475,0.0465161355456423,0.0517211808711075,0.0788167145269888,0.563344342240886,Robust Partial Correlations
GSM2334573_7766148061_R05C02,0.0555515437615724,0.19189919310893,0.0604640060387621,0.0835521293936324,0.0601500296133199,0.548383098083784,Robust Partial Correlations
GSM2334575_7766148098_R05C02,0.152666953896098,0.0710936023606491,0.0376760557520713,0.0125676585953933,0.0920891083550833,0.633906621040705,Robust Partial Correlations
GSM2334582_7766148098_R03C02,0.061384076271907,0.236585820023069,0.0388867218937038,0.0640229602807064,0.0835295277487979,0.515590893781816,Robust Partial Correlations
GSM2334587_7766148103_R02C02,0.0739674161775452,0.152353458926146,0.0769278043219162,0.0338863177792546,0.0812467380947235,0.581618264700414,Robust Partial Correlations
GSM2334594_7766148103_R06C02,0.106652407321806,0.256591634068395,0.0587248690812942,0.0900982312503727,0.0903178392172478,0.397615019060885,Robust Partial Correlations
GSM2334614_7512551003_R02C02,0.119493653931389,0.193457027250548,0.0611520074191932,0.0575703711479396,0.0786641619585275,0.489662778292403,Robust Partial Correlations
GSM2334617_7512551037_R02C02,0.09379399519438,0.192463744134174,0.0755125278281735,0.072969346237679,0.08191523155708,0.483345155048514,Robust Partial Correlations
GSM2334618_7512551003_R01C01,0.0587990340814631,0.308037115490315,0.0418122661755091,0.0608165948075589,0.0621152417987368,0.468419747646417,Robust Partial Correlations
GSM2334628_7512551003_R03C01,0.0781670382984428,0.18697722303839,0.0548303217845181,0.0535978914185328,0.0866129278292901,0.539814597630826,Robust Partial Correlations
GSM2334629_7512551003_R04C01,0.0711594138941391,0.133238427927243,0.0633268488271263,0.0512192317643859,0.100866468751484,0.580189608835621,Robust Partial Correlations
GSM2334633_7766148084_R01C01,0.0816420582196322,0.204426965797875,0.0472135695902996,0.0472252473930982,0.0984506728830394,0.521041486116056,Robust Partial Correlations
GSM2333902_9376538120_R06C01,0.0677461556929972,0.188177575094368,0.0661601731266882,0.0263295647213242,0.116568766179256,0.535017765185366,Cibersort
GSM2333905_9370847096_R06C02,0.0395152884247612,0.192872760905566,0.0572630579857645,0.0462435155824703,0.107410874679748,0.55669450242169,Cibersort
GSM2333914_7766148058_R01C01,0.159523622736198,0.121038325020909,0.0452132276814674,0.0144935455945008,0.108833032351984,0.550898246614941,Cibersort
GSM2333915_7766148025_R03C02,0.0584904319319672,0.116129234816606,0.0703967781946412,0.0282515616384609,0.07961411685256,0.647117876565765,Cibersort
GSM2333921_7766148058_R03C01,0.132370852903092,0.210792719916983,0.0306198399635562,0.0576897917599347,0.0658171615603618,0.502709633896073,Cibersort
GSM2333922_7766148025_R06C02,0.0944767962347538,0.120862856255435,0.0643091079159789,0.101717948627396,0.155815449055152,0.462817841911284,Cibersort
GSM2333928_9370847081_R06C02,0.124655853679585,0.152510365389316,0.070530488273162,0.0283756719067149,0.103927244547973,0.520000376203249,Cibersort
GSM2333933_9370847011_R04C01,0.265815184953909,0.0730709258503248,0.0655234516709834,0.0612508629052539,0.100984449194348,0.433355125425181,Cibersort
GSM2333935_7766148114_R02C01,0.0936730292611376,0.159089070010459,0.0665067475042233,0.0173968954716133,0.101023484702034,0.562310773050533,Cibersort
GSM2333936_9370847063_R04C02,0.104753434005502,0.135285492126953,0.0538341103058757,0.078080051085824,0.102719478919191,0.525327433556655,Cibersort
GSM2333941_7766148114_R04C01,0.0905400076799056,0.137208797506285,0.0313067983677043,0.0583712507752573,0.0675352276668887,0.615037918003959,Cibersort
GSM2333948_7766148026_R02C01,0.0831211585639814,0.182856138787141,0.0453078447018737,0.0486172227452673,0.0874505756769064,0.552647059524831,Cibersort
GSM2333953_7766148026_R01C02,0.0416823440377534,0.198974796714317,0.039446592266026,0.0189419342920653,0.0960632603998842,0.604891072289954,Cibersort
GSM2333959_7766148077_R01C02,0.125919098238941,0.206156281989036,0.044879120410009,0.0632194969654795,0.109773392468109,0.450052609928426,Cibersort
GSM2333963_7766148116_R01C01,0.156348631225805,0.186014393616183,0.0756534702641935,0.108998993825527,0.0888046479862433,0.384179863082048,Cibersort
GSM2333965_7766148116_R02C01,0.11715038279928,0.157261014946694,0.0445404855729875,0.071349800188409,0.106449871992914,0.503248444499715,Cibersort
GSM2333972_9370847125_R04C01,0.0609546737274786,0.138774254367432,0.030183307068987,0.00925978494973377,0.096621706178157,0.664206273708212,Cibersort
GSM2333981_9370847011_R03C02,0.0749299836103748,0.145622726284226,0.0502543376804342,0.0353497622053714,0.117890940778429,0.575952249441165,Cibersort
GSM2333986_7766148112_R01C02,0.122187996609838,0.127589389945946,0.0465538268841076,0.0885703074030016,0.0654672630375763,0.549631216119531,Cibersort
GSM2333988_7766148112_R02C02,0.0923988958433576,0.14505761123235,0.0574358727453031,0.0562400448815781,0.11989870468414,0.528968870613271,Cibersort
GSM2333992_7766148030_R02C02,0.172542487725389,0.124927926296969,0.0247425879373897,0.0261391694107421,0.0876184268756192,0.564029401753892,Cibersort
GSM2333996_7766148030_R04C02,0.0886111220190385,0.199795563000641,0.0521548091568366,0.048828818249325,0.128173537931373,0.482436149642787,Cibersort
GSM2333999_9370847011_R01C02,0.0893192415292244,0.118222081091901,0.0651742725339128,0.14358278173988,0.0916018849758549,0.492099738129227,Cibersort
GSM2334000_7766148030_R05C02,0.0990106099477123,0.158935767358688,0.0233807455262439,0.0374372150458719,0.0952679808476205,0.585967681273864,Cibersort
GSM2334003_7766148112_R04C01,0.135476521804267,0.132128221658891,0.0359174445066267,0.0226531714539661,0.111765750894107,0.562058889682142,Cibersort
GSM2334006_7766148120_R03C01,0.0894325635995993,0.087216876855933,0.0447818033924992,0.0222952492673944,0.0842905579157234,0.671982948968851,Cibersort
GSM2334007_9370847081_R06C01,0.0726551968776331,0.224959398733436,0.0474768579633127,0.0846212559402825,0.0981256914900317,0.472161598995304,Cibersort
GSM2334022_7766148057_R04C01,0.0689604274841447,0.150886260032168,0.0235186536070104,0.0512463203441227,0.0675496215101081,0.637838717022447,Cibersort
GSM2334029_9379082138_R02C02,0.0723056989941828,0.17192269270289,0.0690076924311236,0.0665504234886252,0.10401991599951,0.516193576383669,Cibersort
GSM2334031_7766148077_R05C02,0.197700273367354,0.13104205447101,0.0251693176813975,0.0238170343597043,0.083904310820734,0.5383670092998,Cibersort
GSM2334035_9379082138_R03C02,0.0924564788766847,0.188017268702158,0.0578358753962571,0.0765804497029987,0.0906086595535398,0.494501267768362,Cibersort
GSM2334039_9379082138_R05C02,0.111345401746552,0.225944946836455,0.0553460035706184,0.0701419053720372,0.0974045490093462,0.439817193464991,Cibersort
GSM2334057_7766148130_R04C01,0.153306977421841,0.172278462256453,0.0576935396877281,0.0748453837487977,0.1308622511298,0.41101338575538,Cibersort
GSM2334060_7766148130_R01C01,0.108020395460445,0.112234643650311,0.0411641400713981,0.0743286179268637,0.0833803451020369,0.580871857788945,Cibersort
