,SARC,SKCM,UVM,BRCA,CHOL,LIHC,KICH,KIRC,KIRP,BLCA,CESC,UCEC,UCS,COAD,READ,LAML,ACC,PCPG,LUAD,MESO,THCA,ESCA,STAD,PAAD,PRAD,GBM,LGG,TGCT,THYM,HNSC,DLBC,LUSC
THCA,0.9239670634269714,0.8437528014183044,1.0114246606826782,1.275983214378357,0.7395326495170593,0.8560780882835388,0.6453059315681458,0.7727958559989929,0.7241913080215454,0.7230101227760315,0.8373628258705139,0.9384342432022096,0.9229698777198792,1.541913390159607,1.345700740814209,0.9977525472640992,1.110725164413452,0.8764111399650574,0.7842762470245361,0.6272563338279724,0.0,1.1320405006408691,1.3617209196090698,0.9808059334754944,0.8098971247673035,0.8906251788139343,0.9183583259582521,0.926914930343628,0.6570372581481934,0.9282966256141664,0.7743918895721436,0.6381638050079346
ESCA,0.9392029047012328,1.1733955144882202,1.242251992225647,0.8729599714279175,0.8978626728057861,1.153623342514038,0.9371721148490906,1.1941983699798584,0.8870950937271118,1.0214025974273682,0.7592822313308716,1.328222393989563,0.8165239095687866,0.8611289858818054,0.9459633231163024,1.242490291595459,1.405044674873352,1.3396060466766355,0.8268947005271912,0.679139256477356,1.1320405006408691,0.0,0.5054762363433838,0.7767634391784668,0.84346604347229,1.112083911895752,1.0098855495452879,1.1028324365615845,1.108640432357788,0.6903895139694214,1.1571098566055298,0.7233133912086487
STAD,0.830369234085083,1.1267346143722534,1.304896593093872,1.0879651308059692,0.8370353579521179,0.9177089929580688,0.6818840503692627,0.8735728859901428,1.0316642522811892,0.8935383558273315,0.981759786605835,1.1417838335037231,0.9649332761764526,0.8326576352119446,0.7096934318542479,1.181080341339111,1.0241687297821045,1.4169963598251345,0.9739522337913512,1.0582962036132812,1.3617209196090698,0.5054762363433838,0.0,0.5492525100708008,0.8915020823478699,0.7729424238204956,0.8908733129501343,0.9141511321067809,1.1885606050491333,0.8128236532211304,0.6632528305053711,0.6695902943611145
PAAD,0.7159059643745422,1.3236114978790283,1.217442750930786,1.1072064638137815,0.7705209851264954,0.9081157445907592,0.6869480013847351,0.9443583488464355,1.2057957649230957,0.7432054877281189,0.8380076289176941,1.3053474426269531,1.2445825338363647,1.071537733078003,0.6737508177757263,0.877834141254425,0.733189582824707,0.9394547343254088,0.9530231356620787,0.6493147611618042,0.9808059334754944,0.7767634391784668,0.5492525100708008,0.0,0.7149736881256104,0.7142719626426697,0.973732590675354,0.9107226729393004,0.6781614422798157,1.041540265083313,0.7048636674880981,0.7144168615341187
PRAD,1.159029483795166,1.6728267669677734,1.3720804452896118,1.0506781339645386,0.9336321353912354,1.153880596160889,0.6684173941612244,0.9078797698020936,0.9170609712600708,0.7325527667999268,0.7638309001922607,0.9253311157226562,0.8741394877433777,0.9873084425926208,0.7670820951461792,1.4053666591644287,1.048248529434204,0.9954410195350648,1.0039712190628052,1.1410115957260132,0.8098971247673035,0.84346604347229,0.8915020823478699,0.7149736881256104,0.0,0.8635096549987793,1.0378392934799194,0.9753451347351074,1.126305103302002,1.0119524002075195,1.1350350379943848,0.9010400772094728
GBM,0.7526440024375916,0.95527184009552,1.0578768253326416,1.4437482357025146,1.434546947479248,1.3900638818740845,0.7188469767570496,0.6567384004592896,1.0511811971664429,0.8114931583404541,1.336607575416565,1.0193182229995728,1.0743950605392456,1.2411441802978516,1.0045711994171145,0.7027021050453186,0.8017476201057434,0.9593107104301452,1.2224825620651243,1.1398873329162598,0.8906251788139343,1.112083911895752,0.7729424238204956,0.7142719626426697,0.8635096549987793,0.0,0.4293960332870483,0.8039759993553162,0.922781467437744,0.7407665848731995,0.6100356578826904,0.691123902797699
LGG,0.8758003711700441,0.7164012789726257,0.7647907733917236,0.97960364818573,1.171769380569458,1.2467010021209717,0.7952609658241272,0.9632422924041748,0.9784900546073914,1.3505107164382937,1.5189871788024902,1.220948576927185,1.043049931526184,1.341860055923462,1.3875701427459717,0.8867450952529907,0.8243721127510071,1.1186119318008425,0.9915661811828612,0.9610803723335266,0.9183583259582521,1.0098855495452879,0.8908733129501343,0.973732590675354,1.0378392934799194,0.4293960332870483,0.0,1.0140764713287354,0.8643726706504822,1.043240666389465,0.9436680674552916,0.8278891444206238
TGCT,0.8945336937904358,0.933655083179474,0.9719241857528688,0.9494245052337646,1.2085304260253906,0.7746710777282715,1.0644040107727049,0.7432886362075806,1.280375361442566,0.9189409613609314,1.220672607421875,0.7433582544326782,1.252871870994568,1.2655274868011477,1.2845536470413208,1.235336184501648,1.125441074371338,0.7458949685096741,1.1953444480895996,1.1575027704238892,0.926914930343628,1.1028324365615845,0.9141511321067809,0.9107226729393004,0.9753451347351074,0.8039759993553162,1.0140764713287354,0.0,0.5753448009490967,0.6149219870567322,0.6277171969413757,0.6690708994865417
THYM,0.9104370474815368,0.9239547252655028,0.7137795090675354,0.8444347977638245,0.8520466685295105,0.78966224193573,1.3332574367523191,1.0854009389877322,1.4422855377197266,1.1452940702438354,0.9653490781784058,1.1720880270004272,1.5850911140441897,1.4054758548736572,1.3078734874725342,0.770206093788147,1.1168392896652222,0.8436213135719299,1.0204936265945437,0.6574091911315918,0.6570372581481934,1.108640432357788,1.1885606050491333,0.6781614422798157,1.126305103302002,0.922781467437744,0.8643726706504822,0.5753448009490967,0.0,0.8188007473945618,0.647314727306366,0.7131675481796265
HNSC,0.8856157064437866,0.9636877179145812,1.0261678695678709,1.1707719564437866,1.2881094217300415,1.229841947555542,1.277400016784668,0.8340494632720947,1.0683473348617554,0.8464858531951904,0.8073116540908813,0.8218744993209839,1.0098814964294434,0.9775528311729432,1.0216492414474487,0.9472002983093262,1.5977213382720947,1.1608952283859253,1.2584201097488403,1.0902316570281982,0.9282966256141664,0.6903895139694214,0.8128236532211304,1.041540265083313,1.0119524002075195,0.7407665848731995,1.043240666389465,0.6149219870567322,0.8188007473945618,0.0,0.6711474657058716,0.6603311896324158
DLBC,0.7423584461212158,0.8355464935302734,1.022857904434204,1.3988605737686155,0.7177311778068542,0.6644585728645325,0.8355703353881836,0.5885715484619141,1.2166374921798706,0.7595067024230957,0.9111162424087524,0.7395344972610474,1.2574044466018677,1.2755377292633057,0.9320369958877563,0.8876056075096129,1.0617797374725342,1.2992355823516846,1.2304924726486206,1.1740515232086182,0.7743918895721436,1.1571098566055298,0.6632528305053711,0.7048636674880981,1.1350350379943848,0.6100356578826904,0.9436680674552916,0.6277171969413757,0.647314727306366,0.6711474657058716,0.0,0.5924341678619385
LUSC,1.0977716445922852,0.952143132686615,1.5244070291519165,1.2538772821426392,1.0393146276474001,1.023172378540039,0.8046342134475708,1.0004185438156128,1.1412370204925537,0.631524384021759,1.009881854057312,1.2540676593780518,1.065614104270935,1.4007498025894165,1.3373512029647827,1.0962659120559692,1.196318745613098,1.2593863010406494,0.6088452339172363,0.8163227438926697,0.6381638050079346,0.7233133912086487,0.6695902943611145,0.7144168615341187,0.9010400772094728,0.691123902797699,0.8278891444206238,0.6690708994865417,0.7131675481796265,0.6603311896324158,0.5924341678619385,0.0
