,"(54.0,64.0]","(64.0,74.0]","(24.0,34.0]","(74.0,84.0]","(34.0,44.0]","(13.92,24.0]","(44.0,54.0]","(84.0,94.0]"
"(54.0,64.0]",0.0,0.44184414567091235,1.6011232311935926,0.36232819732881605,1.4410183325179275,1.674004695342338,0.6053983530083853,0.5622699609728694
"(64.0,74.0]",0.44184414567091235,0.0,1.6357982146953804,0.2086289052566792,1.4264688708275088,1.8224981227996682,0.7489498638010829,0.47712891177848515
"(24.0,34.0]",1.6011232311935926,1.6357982146953804,0.0,1.7215035662426126,0.4855624382222091,0.22003488473496913,1.3561918447090924,1.5176683551553891
"(74.0,84.0]",0.36232819732881605,0.2086289052566792,1.7215035662426126,0.0,1.5123014561837338,1.8690389415944009,0.6823583698744343,0.3987968102706291
"(34.0,44.0]",1.4410183325179275,1.4264688708275088,0.4855624382222091,1.5123014561837338,0.0,0.47624632815544143,1.225143045884077,1.391570996344795
"(13.92,24.0]",1.674004695342338,1.8224981227996682,0.22003488473496913,1.8690389415944009,0.47624632815544143,0.0,1.3507958655045376,1.606004418951806
"(44.0,54.0]",0.6053983530083853,0.7489498638010829,1.3561918447090924,0.6823583698744343,1.225143045884077,1.3507958655045376,0.0,0.7596944652245449
"(84.0,94.0]",0.5622699609728694,0.47712891177848515,1.5176683551553891,0.3987968102706291,1.391570996344795,1.606004418951806,0.7596944652245449,0.0
